,index,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,188479,127993.0,-1.3373681958781,0.62854091088807,2.35511950409853,2.23673744324284,0.750235683132868,0.852855996967312,0.437566327663264,0.526241958829852,-1.57782173017604,0.438339416518705,-0.0098560226901163,-0.985755200683987,-1.77150469908612,0.312607463563823,-1.1167278480464,1.86951265749938,-1.46719665929572,0.986611877198074,-2.14985564991767,0.0185525047299864,0.301447450949895,0.324169025529719,-0.140300788715146,0.669025374429287,0.566534529052934,-0.0166842709648237,-0.0443431320092938,0.0722445627913967,87.13,0
1,108352,70857.0,-0.967566355356634,0.634825797619188,0.341123623222855,1.12406694845388,-0.41702083842131,0.793259814164755,0.743868425107297,0.663464640862426,-0.423734549659508,-0.226472778619776,-0.665816894502559,-0.540740186901864,-1.85148204403139,0.833051576652066,-0.466178881580321,-0.139602513728905,-0.0590854681272319,0.993667058291075,1.77238058798404,0.390129098213012,0.0425704144431195,-0.126202836261955,0.182193238571242,-0.902035432905556,0.143933312330663,-0.194899300015444,0.204513101801619,0.132985002257041,198.95,0
2,139419,83145.0,-0.760449511362086,-0.435065094549788,1.10502828309419,-2.41478705483103,0.698187402718096,-0.855585494780741,0.140828449314343,-0.200431616237798,1.15465440414894,-1.22273266264052,1.71835825227502,1.38050277016743,0.281647871200852,0.268722957146494,1.85225011018614,-1.27865468434515,-0.087672825892633,0.183205139360781,2.05299842134101,-0.0032828734462348,-0.137894999450554,-0.0506018511106954,-0.146329510116117,-0.283435897855616,-0.596560489611871,-1.08622465667215,0.0502991155162243,-0.105340487255579,25.86,0
3,237961,149468.0,-0.543727485318934,-0.303644270575069,0.828049680297146,-3.18632383371246,0.215228203793296,-0.694001558511521,0.240385732000083,-0.197803755138427,-2.65693335732266,0.521442755127921,-1.35264667814106,-1.4923858318531,0.423095416464714,-0.300318827316687,-0.351217610552117,-0.345424991580954,0.0575882971332293,0.272199969254342,-0.750931267176093,-0.2629241168056,0.0592935610411817,0.412034866377895,-0.528611632382669,0.486604935235594,1.04137409323701,0.0925301412058575,-0.017720143349372,0.0416187460126877,15.0,0
4,129699,79189.0,-1.73046449063962,-1.17155432568486,2.46703738669524,0.210550658675513,0.948974689359653,-0.214292521942993,-0.652243554274348,0.263657650768897,0.480486187605341,-0.211926360993245,1.01044673559914,0.721838018947225,-0.464388341840324,-0.435141683095117,-0.529992895449539,-0.0082177911016852,-0.341980315076159,-0.0066540670079391,-0.215600896021633,0.125311735339583,0.0946410486016931,0.330401483591897,0.168150667390332,0.0492796345720542,-0.397279739977663,0.173259992404768,-0.276670188854497,0.159101824908721,28.75,0
5,55107,46784.0,-0.783057110011453,0.455994802701555,-0.429930905223622,-1.84050060888526,1.36786435032573,4.25036921437876,-1.37045448269025,-2.59833503688836,-0.452529500006741,-1.24990603875492,-0.13136739101171,0.207425443725194,-0.265193184014748,0.704277965825154,0.978282245602997,1.29980489805442,-0.931040841855157,-0.0882106149322458,-0.503670889244343,0.54923711265378,-0.848745153471024,-1.23578170308607,-0.418979848667238,1.03235716706353,1.02810734917888,0.776541514483952,0.0479268112785188,0.13413454559864,192.5,0
6,192757,129835.0,2.06777670508355,-0.109713300674726,-1.10684982373133,0.409428375086272,-0.188003633945311,-1.19906975558639,0.125231955507065,-0.283145874053656,0.672987434626187,0.098471762779109,-0.939362029405077,-0.0282715583165291,-0.76495192303965,0.438615901904435,0.136515251262898,-0.0479862311527364,-0.262489574659549,-0.746733042288533,0.175278634749157,-0.278053352280351,-0.30351559638456,-0.778708966103752,0.343483594179191,-0.0472894721552733,-0.31824737843769,0.202662012424213,-0.076131507129994,-0.062521867882461,0.89,0
7,135727,81375.0,1.09378631034207,-0.578313073775974,1.06581464442283,0.304471662907783,-1.298040223495,-0.379464684745726,-0.598665724983343,0.0604093637782893,1.26138968562384,-0.468064041758266,-0.866693895005955,0.358230567309338,-0.427207931770649,-0.45949354968638,-0.250421806357976,-0.0922534218419696,0.169075092053283,-0.575555379925433,0.450310516399649,0.019294423087852,-0.201968635661742,-0.478268359659671,0.0307139509236173,0.44591124977772,0.100272402390534,0.937934614691566,-0.0478281832208576,0.0239474156614902,69.32,0
8,279662,169016.0,2.09064560262024,0.12547376522929,-2.11791046891305,0.504709455758849,0.744424341031101,-0.384417848674918,0.065987509847979,-0.179218240256005,0.773224498032839,-0.696167729294343,-1.1625626538532,0.133712852363477,0.57650036262283,-1.87790423309869,-0.391749651038465,0.331304745785031,0.910565440427864,0.38202312993603,0.167182593874546,-0.0862256658803291,-0.0790292198129287,0.0817370412446704,-0.0285339968079575,-0.0211580072833574,0.228789588354744,0.646662894531926,-0.0431097118047819,-0.0289730752972231,6.99,0
9,265958,162120.0,-0.345732909070551,1.16240991687168,-0.712844717478184,-1.09880198330303,1.1447793146803,-1.76823398440143,1.94402353555304,-0.771105610273275,0.0095903586108049,0.153321093451832,-0.775047700707179,-0.199375948035235,-0.30735828911365,0.407596556541981,-0.118285951427895,-0.776010463966087,-0.518603863035929,-0.438696547394008,-0.157373983463679,0.0765277478642129,0.170703287086078,0.932303786269473,-0.254839593506416,0.0988842923665086,-0.291301573144582,0.0508452960908377,0.217924415702333,0.110126109270307,20.0,0
